Text,Image
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.18_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1191,0.5986,0.7037,0.0264"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.18_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1181,0.6264,0.7077,0.0264"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.19,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1191,0.6528,0.0751,0.0264"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.19_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1181,0.675,0.7027,0.0264"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.19_1_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.3544,0.6986,0.1191,0.0403"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.19_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1161,0.7278,0.7217,0.0236"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.header_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.0691,0.0014,0.8889,0.1094"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.19_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1111,0.108,0.6997,0.0235"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.19_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1081,0.1343,0.7087,0.0263"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.20,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1111,0.1607,0.0751,0.0263"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.20_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1111,0.1676,0.8218,0.0485"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.20_1_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.2553,0.2036,0.1091,0.0429"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.20_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1131,0.2327,0.7087,0.0346"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.20_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1101,0.2535,0.7017,0.0512"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.20_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1141,0.2812,0.7017,0.0291"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.21,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1071,0.3102,0.0661,0.0291"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.20_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1141,0.2812,0.7017,0.0291"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.21_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1131,0.3283,0.7087,0.0374"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.21_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1121,0.3546,0.7107,0.0291"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.21_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1121,0.3753,0.7107,0.0568"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.21_3_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.3413,0.4003,0.1201,0.0374"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.21_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1081,0.4294,0.7047,0.0305"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.22,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1101,0.4404,0.7758,0.0679"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.22_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1101,0.4792,0.7758,0.0416"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.22_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1091,0.5055,0.7758,0.0319"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.22_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1111,0.518,0.8308,0.0429"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.22_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1101,0.5526,0.8308,0.0319"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.23,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1081,0.5803,0.0761,0.0319"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.23_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1081,0.5928,0.7007,0.0471"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.23_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1111,0.626,0.6997,0.0291"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.23_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1131,0.6496,0.7017,0.0332"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.23_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1111,0.6745,0.7057,0.0346"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.24,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1111,0.6925,0.7057,0.0457"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.header_5,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.0861,0.0069,0.8839,0.1111"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.24_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1161,0.1125,0.7017,0.0194"
urn:cts:latinLit:stoa162.stoa005.gen49:15.t3.24_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1161,0.1389,0.7017,0.2"
urn:cts:latinLit:stoa162.stoa005.gen49:15.t3.24_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1151,0.1611,0.7017,0.0264"
urn:cts:latinLit:stoa162.stoa005.gen49:15.t3.24_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1141,0.1861,0.7017,0.0264"
urn:cts:latinLit:stoa162.stoa005.gen49:15.t3.25,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1141,0.2014,0.7768,0.0375"
urn:cts:latinLit:stoa162.stoa005.gen49:15.t3.25_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1111,0.225,0.8348,0.0389"
urn:cts:latinLit:stoa162.stoa005.gen49:15.t3.25_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1141,0.2625,0.8348,0.0264"
urn:cts:latinLit:stoa162.stoa005.gen49:15.t3.25_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1171,0.2861,0.8348,0.0264"
urn:cts:latinLit:stoa162.stoa005.gen49:15.t3.25_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1111,0.3097,0.8348,0.0264"
urn:cts:latinLit:stoa162.stoa005.gen49:15.t3.26,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1161,0.3361,0.3664,0.0778"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.26_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1171,0.3583,0.7197,0.0236"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.26_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1171,0.3819,0.7147,0.0292"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.26_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1141,0.4069,0.7097,0.0278"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.26_3_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.5986,0.4194,0.2883,0.0458"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.26_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1161,0.4583,0.7838,0.0569"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.27,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1091,0.4875,0.0851,0.0264"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.27_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1141,0.4958,0.7067,0.0625"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.27_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1141,0.5347,0.7177,0.0403"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.27_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1161,0.5472,0.8659,0.0361"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.27_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1161,0.5792,0.7077,0.0306"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.28,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1181,0.6083,0.0831,0.0236"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.28_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1121,0.6167,0.7127,0.0625"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.28_1_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.7728,0.6403,0.1481,0.0403"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.28_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1161,0.6792,0.7487,0.0306"
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.28_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-75v-76r@0.1121,0.7056,0.7087,0.0292"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.header_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.0961,0.0263,0.8649,0.0886"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.28_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1121,0.115,0.8649,0.0277"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.29,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1121,0.1427,0.0711,0.0277"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.29_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1141,0.1662,0.6957,0.0374"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.29_1_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.2573,0.1828,0.2102,0.0374"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.29_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1161,0.2161,0.6927,0.0471"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.29_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1181,0.2396,0.6947,0.0263"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.29_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1181,0.2632,0.6947,0.0263"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.30,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1101,0.2895,0.0661,0.0263"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.30_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1161,0.3061,0.8378,0.0346"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.30_1_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.7628,0.3296,0.1361,0.0416"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.30_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1151,0.3629,0.6867,0.0332"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.30_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1161,0.3864,0.6867,0.0263"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.30_3_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1772,0.4072,0.2072,0.0305"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.30_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1151,0.4307,0.6927,0.0706"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.31,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1151,0.464,0.0661,0.0291"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.31_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1141,0.4848,0.6937,0.0277"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.31_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1131,0.5083,0.6937,0.0596"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.31_2_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.0981,0.5291,0.1491,0.0443"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.31_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1141,0.5568,0.6927,0.0291"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.31_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1171,0.5817,0.6957,0.0374"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.32,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1141,0.6094,0.0661,0.0305"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.32_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1151,0.6288,0.6997,0.0332"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.32_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1131,0.6551,0.6997,0.0235"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.32_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1151,0.6704,0.8118,0.0346"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.32_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-76v-77r@0.1151,0.7022,0.6937,0.0305"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.header_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.0881,0.0098,0.8749,0.0954"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.33,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1181,0.1052,0.0821,0.0266"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.33_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1181,0.1304,0.6947,0.0266"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.33_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1181,0.1557,0.6977,0.0266"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.33_2_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.5185,0.1767,0.1752,0.0266"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.33_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1141,0.2104,0.7047,0.0266"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.33_3_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1782,0.2272,0.1662,0.0421"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.33_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1171,0.2567,0.6997,0.0295"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.34,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1161,0.2819,0.0701,0.0295"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.34_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1161,0.3058,0.6997,0.0365"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.34_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1171,0.3282,0.6997,0.0365"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.34_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1191,0.3534,0.6997,0.0281"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.34_3_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.6046,0.3717,0.1712,0.0449"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.34_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1161,0.3969,0.6967,0.0575"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.35,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1081,0.4362,0.0811,0.0238"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.35_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1101,0.4488,0.8418,0.0351"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.35_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1131,0.4783,0.7007,0.0295"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.35_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1131,0.5049,0.7067,0.0365"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.35_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1181,0.5316,0.7017,0.0295"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.36,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1161,0.5624,0.0661,0.0252"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.36_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1151,0.5792,0.7277,0.0281"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.36_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1141,0.6045,0.7137,0.0309"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.36_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1151,0.6283,0.7127,0.0449"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.36_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1161,0.6522,0.7147,0.0421"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.37,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1111,0.683,0.0781,0.0281"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.38_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-77v-78r@0.1131,0.6999,0.7187,0.0421"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.header_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-78v-79r@0.0871,0.0221,0.8579,0.0953"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.38_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-78v-79r@0.1211,0.1133,0.8579,0.0262"
urn:cts:latinLit:stoa0162.stoa005.gen49:16.t1.38_2_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-78v-79r@0.1001,0.1381,0.1852,0.029"
